Order_ID,Order_Date,Ship_Date,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Profit_Margin,Order_Year,Order_Month
US-2015-150630,2015-09-17,2015-09-21,TB-21520,FUR-BO-10004834,3083.43,7,0.5,-1665.0522,-0.5399999982487036,2015,9
US-2015-150630,2015-09-17,2015-09-21,TB-21520,OFF-BI-10000474,9.618,2,0.7,-7.0532,-0.7333325708748484,2015,9
US-2015-150630,2015-09-17,2015-09-21,TB-21520,FUR-FU-10004848,124.2,3,0.2,15.525,0.1249999899355885,2015,9
US-2015-150630,2015-09-17,2015-09-21,TB-21520,OFF-EN-10001509,3.264,2,0.2,1.1016,0.3374989659958149,2015,9
US-2015-150630,2015-09-17,2015-09-21,TB-21520,OFF-AR-10004042,86.304,6,0.2,9.7092,0.1124999869646844,2015,9
US-2015-150630,2015-09-17,2015-09-21,TB-21520,OFF-BI-10001525,6.858,6,0.7,-5.715,-0.8333321182092182,2015,9
US-2015-150630,2015-09-17,2015-09-21,TB-21520,OFF-AR-10001683,15.76,2,0.2,3.546,0.2249998572335931,2015,9
CA-2017-107727,2017-10-19,2017-10-23,MA-17560,OFF-PA-10000249,29.472,3,0.2,9.9468,0.3374998854845665,2017,10
CA-2016-117590,2016-12-08,2016-12-10,GH-14485,TEC-PH-10004977,1097.544,7,0.2,123.4737,0.1124999989749841,2016,12
CA-2016-117590,2016-12-08,2016-12-10,GH-14485,FUR-FU-10003664,190.92,5,0.6,-147.963,-0.7749999594070837,2016,12
CA-2015-117415,2015-12-27,2015-12-31,SN-20710,OFF-EN-10002986,113.328,9,0.2,35.415,0.3124999724251753,2015,12
CA-2015-117415,2015-12-27,2015-12-31,SN-20710,FUR-BO-10002545,532.3992,3,0.32,-46.9764,-0.0882352924603325,2015,12
CA-2015-117415,2015-12-27,2015-12-31,SN-20710,FUR-CH-10004218,212.058,3,0.3,-15.147,-0.0714285680602208,2015,12
CA-2015-117415,2015-12-27,2015-12-31,SN-20710,TEC-PH-10000486,371.168,4,0.2,41.7564,0.1124999969690275,2015,12
CA-2017-120999,2017-09-10,2017-09-15,LC-16930,TEC-PH-10004093,147.168,4,0.2,16.5564,0.1124999923556756,2017,9
CA-2016-101343,2016-07-17,2016-07-22,RA-19885,OFF-ST-10003479,77.88,2,0.0,3.894,0.0499999935798672,2016,7
CA-2017-139619,2017-09-19,2017-09-23,ES-14080,OFF-ST-10003282,95.616,2,0.2,9.5616,0.0999999895415004,2017,9
CA-2016-118255,2016-03-11,2016-03-13,ON-18715,TEC-AC-10000171,45.98,2,0.0,19.7714,0.4299999064810991,2016,3
CA-2016-118255,2016-03-11,2016-03-13,ON-18715,OFF-BI-10003291,17.46,2,0.0,8.2062,0.4699997308134417,2016,3
CA-2014-146703,2014-10-20,2014-10-25,PO-18865,OFF-ST-10001713,211.96,4,0.0,8.4784,0.0399999981128515,2014,10
CA-2016-169194,2016-06-20,2016-06-25,LH-16900,TEC-AC-10002167,45.0,3,0.0,4.95,0.1099999755555609,2016,6
CA-2016-169194,2016-06-20,2016-06-25,LH-16900,TEC-PH-10003988,21.8,2,0.0,6.104,0.2799998715596919,2016,6
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,OFF-BI-10004410,38.22,6,0.0,17.9634,0.4699998770277663,2015,4
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,OFF-LA-10002762,75.18,6,0.0,35.3346,0.4699999374833815,2015,4
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,FUR-FU-10001706,6.16,2,0.0,2.9568,0.4799992207804857,2015,4
CA-2015-115742,2015-04-18,2015-04-22,DP-13000,FUR-CH-10003061,89.99,1,0.0,17.0981,0.1899999788865453,2015,4
CA-2016-105816,2016-12-11,2016-12-17,JM-15265,OFF-FA-10000304,15.26,7,0.0,6.2566,0.4099997313238982,2016,12
CA-2016-105816,2016-12-11,2016-12-17,JM-15265,TEC-PH-10002447,1029.95,5,0.0,298.6855,0.2899999971843293,2016,12
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,OFF-ST-10000604,208.56,6,0.0,52.14,0.2499999880130423,2016,6
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,OFF-PA-10001569,32.4,5,0.0,15.552,0.4799998518518975,2016,6
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,FUR-CH-10003968,319.41,5,0.1,7.098,0.022222221526495,2016,6
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,OFF-PA-10000587,14.56,2,0.0,6.9888,0.4799996703298967,2016,6
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,TEC-AC-10002167,30.0,2,0.0,3.3,0.1099999633333455,2016,6
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,OFF-BI-10001460,48.48,4,0.2,16.362,0.3374999303836777,2016,6
CA-2016-111682,2016-06-17,2016-06-18,TB-21055,OFF-AR-10001868,1.68,1,0.0,0.84,0.4999970238272391,2016,6
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,TEC-AC-10004633,13.98,2,0.0,6.1512,0.439999685264889,2015,11
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,OFF-BI-10001078,25.824,6,0.2,9.3612,0.3624998596267582,2015,11
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,OFF-PA-10003892,146.73,3,0.0,68.9631,0.4699999679683794,2015,11
CA-2015-135545,2015-11-24,2015-11-30,KM-16720,FUR-FU-10000397,79.76,4,0.0,22.3328,0.2799999648946884,2015,11
US-2015-164175,2015-04-30,2015-05-05,PS-18970,FUR-CH-10001146,213.115,5,0.3,-15.2225,-0.0714285680769271,2015,4
CA-2014-106376,2014-12-05,2014-12-10,BS-11590,OFF-AR-10002671,1113.024,8,0.2,111.3024,0.0999999991015468,2014,12
CA-2014-106376,2014-12-05,2014-12-10,BS-11590,TEC-PH-10002726,167.968,4,0.2,62.988,0.3749999776743202,2014,12
CA-2016-119823,2016-06-04,2016-06-06,KD-16270,OFF-PA-10000482,75.88,2,0.0,35.6636,0.4699999380601031,2016,6
CA-2016-106075,2016-09-18,2016-09-23,HM-14980,OFF-BI-10004654,4.616,1,0.2,1.731,0.3749991876100789,2016,9
CA-2017-114440,2017-09-14,2017-09-17,TB-21520,OFF-PA-10004675,19.05,3,0.0,8.763,0.4599997585303104,2017,9
US-2015-134026,2015-04-26,2015-05-02,JE-15745,FUR-CH-10000513,831.936,8,0.2,-114.3912,-0.1374999983472286,2015,4
US-2015-134026,2015-04-26,2015-05-02,JE-15745,FUR-FU-10003708,97.04,2,0.2,1.213,0.0124999987118715,2015,4
US-2015-134026,2015-04-26,2015-05-02,JE-15745,OFF-ST-10004123,72.784,1,0.2,-18.196,-0.2499999656517963,2015,4
US-2017-118038,2017-12-09,2017-12-11,KB-16600,OFF-BI-10004182,1.248,3,0.8,-1.9344,-1.5499875802277223,2017,12
US-2017-118038,2017-12-09,2017-12-11,KB-16600,FUR-FU-10000260,9.708,3,0.6,-5.8248,-0.5999993819536651,2017,12
US-2017-118038,2017-12-09,2017-12-11,KB-16600,OFF-ST-10000615,27.24,3,0.2,2.724,0.0999999632892939,2017,12
US-2014-147606,2014-11-26,2014-12-01,JE-15745,FUR-FU-10003194,19.3,5,0.6,-14.475,-0.749999611399165,2014,11
CA-2016-127208,2016-06-12,2016-06-15,SC-20770,OFF-AP-10002118,208.16,1,0.0,56.2032,0.2699999870292089,2016,6
CA-2016-127208,2016-06-12,2016-06-15,SC-20770,OFF-BI-10002309,16.74,3,0.0,8.0352,0.47999971326182,2016,6
CA-2014-139451,2014-10-12,2014-10-16,DN-13690,OFF-AR-10002053,14.9,5,0.0,4.172,0.279999812080663,2014,10
CA-2014-139451,2014-10-12,2014-10-16,DN-13690,OFF-ST-10002370,21.39,1,0.0,6.2031,0.2899998644226907,2014,10
CA-2015-149734,2015-09-03,2015-09-08,JC-16105,OFF-EN-10000927,200.984,7,0.2,62.8075,0.3124999844514993,2015,9
US-2017-119662,2017-11-13,2017-11-16,CS-12400,OFF-ST-10003656,230.376,3,0.2,-48.9549,-0.2124999907759492,2017,11
CA-2017-140088,2017-05-28,2017-05-30,PO-18865,FUR-CH-10000863,301.96,2,0.0,33.2156,0.1099999963571335,2017,5
CA-2017-155558,2017-10-26,2017-11-02,PG-18895,TEC-AC-10001998,19.99,1,0.0,6.7966,0.3399998299150426,2017,10
CA-2017-155558,2017-10-26,2017-11-02,PG-18895,OFF-LA-10000134,6.16,2,0.0,2.9568,0.4799992207804857,2017,10
CA-2016-159695,2016-04-05,2016-04-10,GM-14455,OFF-ST-10003442,158.368,7,0.2,13.8572,0.0874999944748942,2016,4
CA-2016-109806,2016-09-17,2016-09-22,JS-15685,OFF-AR-10004930,20.1,3,0.0,6.633,0.3299998358209772,2016,9
CA-2016-109806,2016-09-17,2016-09-22,JS-15685,TEC-PH-10004093,73.584,2,0.2,8.2782,0.1124999847113523,2016,9
CA-2016-109806,2016-09-17,2016-09-22,JS-15685,OFF-PA-10000304,6.48,1,0.0,3.1104,0.4799992592604023,2016,9
CA-2015-149587,2015-01-31,2015-02-05,KB-16315,OFF-PA-10003177,12.96,2,0.0,6.2208,0.4799996296299154,2015,1
CA-2015-149587,2015-01-31,2015-02-05,KB-16315,FUR-FU-10003799,53.34,3,0.0,16.5354,0.3099999418822756,2015,1
CA-2015-149587,2015-01-31,2015-02-05,KB-16315,OFF-BI-10002852,32.96,2,0.0,16.1504,0.4899998513349965,2015,1
US-2017-109484,2017-11-06,2017-11-12,RB-19705,OFF-BI-10004738,5.682,1,0.7,-3.788,-0.6666654933729437,2017,11
CA-2017-161018,2017-11-09,2017-11-11,PN-18775,FUR-FU-10000629,96.53,7,0.0,40.5426,0.4199999564902147,2017,11
CA-2017-157833,2017-06-17,2017-06-20,KD-16345,OFF-BI-10001721,51.312,3,0.2,17.9592,0.349999931789848,2017,6
CA-2016-149223,2016-09-06,2016-09-11,ER-13855,OFF-AP-10000358,77.88,6,0.0,22.5852,0.2899999627632302,2016,9
CA-2016-158568,2016-08-29,2016-09-02,RB-19465,OFF-PA-10003256,64.624,7,0.2,22.6184,0.349999945840563,2016,8
CA-2016-158568,2016-08-29,2016-09-02,RB-19465,TEC-AC-10001767,95.976,3,0.2,-10.7973,-0.1124999882783207,2016,8
CA-2016-158568,2016-08-29,2016-09-02,RB-19465,OFF-BI-10002609,1.788,3,0.8,-3.0396,-1.699990492223198,2016,8
CA-2016-129903,2016-12-01,2016-12-04,GZ-14470,OFF-PA-10004040,23.92,4,0.0,11.7208,0.4899997951505873,2016,12
US-2015-156867,2015-11-13,2015-11-17,LC-16870,TEC-AC-10001552,238.896,6,0.2,-26.8758,-0.112499995290838,2015,11
US-2015-156867,2015-11-13,2015-11-17,LC-16870,FUR-FU-10004006,102.36,3,0.2,-3.8385,-0.0374999963364599,2015,11
US-2015-156867,2015-11-13,2015-11-17,LC-16870,OFF-BI-10002794,36.882,3,0.7,-25.8174,-0.6999998102055718,2015,11
CA-2017-119004,2017-11-23,2017-11-28,JM-15250,TEC-AC-10003499,74.112,8,0.2,17.6016,0.2374999679539119,2017,11
CA-2017-119004,2017-11-23,2017-11-28,JM-15250,TEC-PH-10002844,27.992,1,0.2,2.0994,0.07499997320664,2017,11
CA-2017-119004,2017-11-23,2017-11-28,JM-15250,OFF-AR-10000390,3.304,1,0.2,1.0738,0.3249990163468028,2017,11
CA-2015-129476,2015-10-15,2015-10-20,PA-19060,TEC-AC-10000844,339.96,5,0.2,67.992,0.1999999941169551,2015,10
CA-2017-146780,2017-12-25,2017-12-30,CV-12805,FUR-FU-10001934,41.96,2,0.0,10.9096,0.2599999380362397,2017,12
CA-2016-128867,2016-11-03,2016-11-10,CL-12565,OFF-AR-10000380,75.96,2,0.0,22.788,0.2999999605055344,2016,11
CA-2016-128867,2016-11-03,2016-11-10,CL-12565,OFF-BI-10003981,27.24,6,0.0,13.3476,0.4899998201175404,2016,11
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,OFF-FA-10000621,40.096,14,0.2,14.5348,0.3624999095920018,2014,8
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,OFF-EN-10002600,4.72,2,0.2,1.652,0.3499992584761473,2014,8
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,OFF-PA-10004965,23.976,3,0.2,7.4925,0.3124998696613824,2014,8
CA-2014-115259,2014-08-25,2014-08-27,RC-19960,OFF-EN-10002504,130.464,6,0.2,44.0316,0.3374999741307967,2014,8
CA-2015-110457,2015-03-02,2015-03-06,DK-13090,FUR-TA-10001768,787.53,3,0.0,165.3813,0.2099999973334349,2015,3
US-2015-136476,2015-04-05,2015-04-10,GG-14650,OFF-BI-10003650,157.794,1,0.7,-115.7156,-0.7333332868592413,2015,4
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,FUR-FU-10002157,47.04,3,0.0,18.3456,0.3899999170918544,2016,6
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,OFF-BI-10003910,30.84,4,0.0,13.878,0.4499998540856504,2016,6
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,OFF-ST-10000777,226.56,6,0.0,63.4368,0.2799999876412434,2016,6
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,OFF-EN-10002500,115.02,9,0.0,51.759,0.4499999608763727,2016,6
CA-2016-103730,2016-06-12,2016-06-15,SC-20725,TEC-PH-10003875,68.04,7,0.0,19.7316,0.2899999573780191,2016,6
US-2014-152030,2014-12-26,2014-12-28,AD-10180,FUR-CH-10004063,600.558,3,0.3,-8.5794,-0.0142857140478402,2014,12
US-2014-134614,2014-09-20,2014-09-25,PF-19165,FUR-TA-10004534,617.7,6,0.5,-407.682,-0.6599999893152018,2014,9
US-2017-107272,2017-11-05,2017-11-12,TS-21610,OFF-BI-10003274,2.388,2,0.7,-1.8308,-0.7666634561831818,2017,11
US-2017-107272,2017-11-05,2017-11-12,TS-21610,OFF-ST-10002974,243.992,7,0.2,30.499,0.1249999948768814,2017,11
US-2016-125969,2016-11-06,2016-11-10,LS-16975,FUR-CH-10001146,81.424,2,0.2,-9.1602,-0.1124999861834365,2016,11
US-2016-125969,2016-11-06,2016-11-10,LS-16975,FUR-FU-10003773,238.56,3,0.0,26.2416,0.1099999953890008,2016,11
US-2017-164147,2017-02-02,2017-02-05,DW-13585,TEC-PH-10002293,59.97,5,0.4,-11.994,-0.1999999666499972,2017,2
US-2017-164147,2017-02-02,2017-02-05,DW-13585,OFF-PA-10002377,78.304,2,0.2,29.364,0.3749999521097323,2017,2
US-2017-164147,2017-02-02,2017-02-05,DW-13585,OFF-FA-10002780,21.456,9,0.2,6.9732,0.3249998485272891,2017,2
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-PA-10001804,20.04,3,0.0,9.6192,0.4799997604791614,2016,10
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-PA-10001736,35.44,1,0.0,16.6568,0.4699998673815272,2016,10
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-AR-10001149,11.52,4,0.0,3.456,0.2999997395835594,2016,10
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-FA-10002988,4.02,2,0.0,1.9698,0.4899987810975595,2016,10
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-BI-10004781,76.176,3,0.2,26.6616,0.3499999540537762,2016,10
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,OFF-SU-10001218,65.88,6,0.0,18.4464,0.2799999574984885,2016,10
CA-2016-145583,2016-10-13,2016-10-19,LC-16885,FUR-FU-10001706,43.12,14,0.0,20.6976,0.4799998886827716,2016,10
CA-2016-110366,2016-09-05,2016-09-07,JD-15895,FUR-FU-10004848,82.8,2,0.2,10.35,0.1249999849033834,2016,9
CA-2017-106180,2017-09-18,2017-09-23,SH-19975,OFF-AR-10000940,8.82,3,0.0,2.3814,0.2699996938778981,2017,9
CA-2017-106180,2017-09-18,2017-09-23,SH-19975,OFF-EN-10004030,10.86,3,0.0,5.1042,0.4699995672195514,2017,9
CA-2017-106180,2017-09-18,2017-09-23,SH-19975,OFF-PA-10004327,143.7,3,0.0,68.976,0.4799999665970796,2017,9
CA-2017-155376,2017-12-22,2017-12-27,SG-20080,OFF-AP-10001058,839.43,3,0.0,218.2518,0.2599999969026602,2017,12
CA-2015-110744,2015-09-07,2015-09-12,HA-14920,OFF-ST-10003656,671.93,7,0.0,20.1579,0.0299999995535249,2015,9
CA-2014-110072,2014-10-22,2014-10-28,MG-17680,FUR-FU-10000521,93.888,4,0.2,12.9096,0.1374999853548924,2014,10
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,TEC-PH-10000215,384.45,11,0.0,103.8015,0.2699999929769803,2016,12
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,TEC-PH-10001448,149.97,3,0.0,5.9988,0.0399999973328,2016,12
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,FUR-CH-10000454,1951.84,8,0.0,585.552,0.2999999984629888,2016,12
CA-2016-114489,2016-12-05,2016-12-09,JE-16165,OFF-BI-10002735,171.55,5,0.0,80.6285,0.4699999726027413,2016,12
CA-2016-158834,2016-03-13,2016-03-16,TW-21025,OFF-AP-10000326,157.92,5,0.2,17.766,0.1124999928761402,2016,3
CA-2016-158834,2016-03-13,2016-03-16,TW-21025,TEC-PH-10001254,203.184,2,0.2,15.2388,0.0749999963087646,2016,3
CA-2015-124919,2015-05-31,2015-06-02,SP-20650,OFF-PA-10001950,58.38,7,0.0,26.271,0.4499999229188209,2015,5
CA-2015-124919,2015-05-31,2015-06-02,SP-20650,OFF-PA-10002254,105.52,4,0.0,48.5392,0.4599999564063726,2015,5
CA-2015-124919,2015-05-31,2015-06-02,SP-20650,OFF-ST-10001590,80.88,6,0.0,21.0288,0.2599999678536143,2015,5
CA-2015-118948,2015-05-28,2015-06-03,NK-18490,OFF-AR-10001547,6.63,3,0.0,1.7901,0.2699995927607952,2015,5
CA-2014-104269,2014-03-01,2014-03-06,DB-13060,FUR-CH-10004063,457.568,2,0.2,51.4764,0.1124999975413491,2014,3
CA-2016-114104,2016-11-20,2016-11-24,NP-18670,OFF-LA-10002475,14.62,2,0.0,6.8714,0.4699996785227918,2016,11
CA-2016-114104,2016-11-20,2016-11-24,NP-18670,TEC-PH-10004536,944.93,7,0.0,236.2325,0.2499999973543014,2016,11
CA-2016-162733,2016-05-11,2016-05-12,TT-21070,OFF-PA-10002751,5.98,1,0.0,2.691,0.4499992474928971,2016,5
CA-2015-119697,2015-12-28,2015-12-31,EM-13960,TEC-AC-10003657,54.384,2,0.2,1.3596,0.0249999954030605,2015,12
CA-2016-154508,2016-11-16,2016-11-20,RD-19900,OFF-EN-10001990,28.4,5,0.0,13.348,0.4699998345071006,2016,11
CA-2016-113817,2016-11-07,2016-11-11,MJ-17740,OFF-BI-10004002,27.68,2,0.2,9.688,0.349999873554959,2016,11
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,OFF-AR-10004441,9.936,3,0.2,2.7324,0.274999723228942,2014,9
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,TEC-MA-10000822,8159.952,8,0.4,-1359.992,-0.1666666664624171,2014,9
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,OFF-ST-10000991,275.928,3,0.2,-58.6347,-0.2124999922987159,2014,9
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,FUR-CH-10004287,1740.06,9,0.3,-24.858,-0.0142857142036153,2014,9
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,OFF-AR-10002656,32.064,6,0.2,6.8136,0.212499933726318,2014,9
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,OFF-AP-10002518,177.98,5,0.8,-453.849,-2.5499998567254827,2014,9
CA-2014-139892,2014-09-08,2014-09-12,BM-11140,TEC-PH-10003931,143.976,3,0.2,8.9985,0.062499995658999,2014,9
CA-2014-118962,2014-08-05,2014-08-09,CS-12130,OFF-PA-10000659,20.94,3,0.0,9.8418,0.4699997755492953,2014,8
CA-2014-118962,2014-08-05,2014-08-09,CS-12130,OFF-PA-10001144,110.96,2,0.0,53.2608,0.4799999567411719,2014,8
CA-2014-118962,2014-08-05,2014-08-09,CS-12130,FUR-CH-10003817,340.144,7,0.2,21.259,0.0624999981625429,2014,8
US-2014-100853,2014-09-14,2014-09-19,JB-15400,OFF-AP-10000891,52.448,2,0.8,-131.12,-2.499999523337492,2014,9
US-2014-100853,2014-09-14,2014-09-19,JB-15400,OFF-LA-10003148,20.16,4,0.2,6.552,0.3249998387897624,2014,9
US-2017-152366,2017-04-21,2017-04-25,SJ-20500,OFF-AP-10002684,97.264,4,0.8,-243.16,-2.49999974296762,2017,4
US-2015-101511,2015-11-21,2015-11-23,JE-15745,FUR-CH-10004698,396.802,7,0.3,-11.3372,-0.0285714278513861,2015,11
US-2015-101511,2015-11-21,2015-11-23,JE-15745,OFF-SU-10002189,15.88,5,0.2,-3.7715,-0.2374998504409002,2015,11
CA-2015-137225,2015-12-15,2015-12-19,JK-15640,OFF-AR-10001940,3.28,1,0.0,1.4104,0.4299986890283871,2015,12
CA-2014-166191,2014-12-05,2014-12-09,DK-13150,OFF-ST-10003455,24.816,2,0.2,1.8612,0.074999969777575,2014,12
CA-2014-166191,2014-12-05,2014-12-09,DK-13150,TEC-AC-10004659,408.744,7,0.2,76.6395,0.1874999954127768,2014,12
CA-2014-158274,2014-11-19,2014-11-24,RM-19675,TEC-PH-10003273,503.96,4,0.0,131.0296,0.2599999948408605,2014,11
CA-2014-158274,2014-11-19,2014-11-24,RM-19675,TEC-PH-10004896,149.95,5,0.0,41.986,0.2799999813271103,2014,11
CA-2014-158274,2014-11-19,2014-11-24,RM-19675,TEC-AC-10002345,29.0,2,0.0,7.25,0.2499999137931332,2014,11
CA-2016-105018,2016-11-28,2016-12-02,SK-19990,OFF-BI-10001890,7.16,2,0.0,3.4368,0.4799993296098748,2016,11
CA-2014-123260,2014-08-26,2014-08-30,FM-14290,TEC-AC-10002323,176.8,8,0.0,22.984,0.1299999926470592,2014,8
CA-2016-157000,2016-07-16,2016-07-22,AM-10360,OFF-ST-10001328,37.224,3,0.2,3.7224,0.0999999731356186,2016,7
CA-2016-157000,2016-07-16,2016-07-22,AM-10360,OFF-PA-10001950,20.016,3,0.2,6.255,0.3124998438749781,2016,7
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,FUR-BO-10002613,899.136,4,0.2,112.392,0.1249999986097765,2015,10
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,TEC-PH-10001552,71.76,6,0.0,20.0928,0.2799999609810533,2015,10
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,OFF-PA-10000061,51.84,8,0.0,24.8832,0.4799999074074252,2015,10
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,FUR-BO-10002545,626.352,3,0.2,46.9764,0.0749999988025902,2015,10
CA-2015-102281,2015-10-12,2015-10-14,MP-17470,OFF-AR-10003514,19.9,5,0.0,6.567,0.3299998341709376,2015,10
CA-2015-131457,2015-10-31,2015-11-06,MZ-17515,OFF-EN-10001509,14.28,7,0.0,6.7116,0.4699996708685778,2015,10
CA-2014-140004,2014-03-21,2014-03-25,CB-12025,OFF-AR-10004685,7.408,2,0.2,1.2038,0.1624997806428447,2014,3
CA-2014-140004,2014-03-21,2014-03-25,CB-12025,OFF-AR-10004027,6.048,3,0.2,1.5876,0.2624995659729398,2014,3
CA-2017-107720,2017-11-06,2017-11-13,VM-21685,OFF-ST-10001414,46.26,3,0.0,12.0276,0.2599999437959481,2017,11
US-2017-124303,2017-07-06,2017-07-13,FH-14365,OFF-BI-10000343,2.946,2,0.7,-2.2586,-0.7666640642767675,2017,7
US-2017-124303,2017-07-06,2017-07-13,FH-14365,OFF-PA-10002749,16.056,3,0.2,5.8203,0.3624997742278436,2017,7
CA-2017-105074,2017-06-24,2017-06-29,MB-17305,OFF-PA-10002666,21.744,3,0.2,6.795,0.3124998562822589,2017,6
